colour	x	y	clickSelects	showSelected1	fill
#F8766D	-0.824601820520559	-0.118838394437119	1	172	#F8766D
#E58700	0.414456122808202	-0.8178190832174	2	172	#E58700
#C99800	0.405706192927522	0.642834775821904	3	172	#C99800
#A3A500	0.234608841956146	-0.776679148469379	4	172	#A3A500
#6BB100	0.881798850597897	-0.0773554677744973	5	172	#6BB100
#00BA38	0.159709976599213	0.252704223569413	6	172	#00BA38
#00BF7D	-0.207746947364531	0.132771509842698	7	172	#00BF7D
#00C0AF	0.072599142339799	-0.279260492083376	8	172	#00C0AF
#00BCD8	0.309245671220356	-0.00238211007627935	9	172	#00BCD8
#00B0F6	-0.10937107044361	0.0162981209315293	10	172	#00B0F6
#619CFF	-0.606950571278007	0.265473705184757	11	172	#619CFF
#B983FF	0.293939076994573	0.635244951462878	12	172	#B983FF
#E76BF3	0.6663403188342	0.47947909029447	13	172	#E76BF3
#FD61D1	0.616758486004913	-0.115544846814797	14	172	#FD61D1
#FF67A4	-0.0575685208581243	0.365284862890452	15	172	#FF67A4
#F8766D	-0.896902044617575	-0.139313612483199	1	173	#F8766D
#E58700	0.429401561912146	-0.720953940584222	2	173	#E58700
#C99800	0.447169080719518	0.633898585007845	3	173	#C99800
#A3A500	0.226825199505058	-0.760736390129251	4	173	#A3A500
#6BB100	0.776006069362751	-0.0311820860858414	5	173	#6BB100
#00BA38	0.052294595496431	0.277830121350319	6	173	#00BA38
#00BF7D	-0.225558337395003	0.165307232847297	7	173	#00BF7D
#00C0AF	0.158525610800821	-0.180594714280125	8	173	#00C0AF
#00BCD8	0.323063842577222	-0.00513526558334257	9	173	#00BCD8
#00B0F6	-0.201650651217589	0.141030363287508	10	173	#00B0F6
#619CFF	-0.560517303302898	0.268654868316616	11	173	#619CFF
#B983FF	0.269882762365105	0.66582241881964	12	173	#B983FF
#E76BF3	0.643282572657061	0.412268913410345	13	173	#E76BF3
#FD61D1	0.636067954824507	-0.167826737367	14	173	#FD61D1
#FF67A4	-0.0381274334288544	0.329828682805972	15	173	#FF67A4
#F8766D	-0.847310914714953	-0.157291037491947	1	174	#F8766D
#E58700	0.458234543033073	-0.643349138727014	2	174	#E58700
#C99800	0.466381970101223	0.572423261634958	3	174	#C99800
#A3A500	0.255916467401617	-0.761123839640828	4	174	#A3A500
#6BB100	0.747785334248792	0.00569361263424424	5	174	#6BB100
#00BA38	0.109213361580107	0.271274196000307	6	174	#00BA38
#00BF7D	-0.286059376798193	0.199183221748602	7	174	#00BF7D
#00C0AF	0.149274633339334	-0.191447720554834	8	174	#00C0AF
#00BCD8	0.313846002773357	-0.00756721160332745	9	174	#00BCD8
#00B0F6	-0.239290340655651	0.106274171918087	10	174	#00B0F6
#619CFF	-0.558031215997393	0.171803830000177	11	174	#619CFF
#B983FF	0.296604872632973	0.733876580381645	12	174	#B983FF
#E76BF3	0.668204368700951	0.327908871842177	13	174	#E76BF3
#FD61D1	0.669137978145505	-0.0858546267866984	14	174	#FD61D1
#FF67A4	-0.0483208825064533	0.234261519517295	15	174	#FF67A4
#F8766D	-0.905877418486192	-0.193542501730581	1	175	#F8766D
#E58700	0.47623313360565	-0.718170101646595	2	175	#E58700
#C99800	0.419223442749959	0.568572860616	3	175	#C99800
#A3A500	0.281717488765283	-0.759572962278926	4	175	#A3A500
#6BB100	0.854276052367782	-0.0386768572520867	5	175	#6BB100
#00BA38	0.143603810918682	0.2870149910448	6	175	#00BA38
#00BF7D	-0.238965385175184	0.20174657283684	7	175	#00BF7D
#00C0AF	0.19157714667223	-0.203982471707108	8	175	#00C0AF
#00BCD8	0.30969903883744	0.0266370795059395	9	175	#00BCD8
#00B0F6	-0.325699106468177	0.116690495016302	10	175	#00B0F6
#619CFF	-0.519152384217764	0.340090598974302	11	175	#619CFF
#B983FF	0.314736950107577	0.781750105650344	12	175	#B983FF
#E76BF3	0.688260739456774	0.317665681846888	13	175	#E76BF3
#FD61D1	0.719078667539233	-0.100768390411759	14	175	#FD61D1
#FF67A4	-0.0315886555171047	0.233397620597766	15	175	#FF67A4
#F8766D	-0.902205532224199	-0.122830189290155	1	176	#F8766D
#E58700	0.503282607808908	-0.6884996790737	2	176	#E58700
#C99800	0.445429669914268	0.626644100448853	3	176	#C99800
#A3A500	0.220306789793889	-0.806365890894618	4	176	#A3A500
#6BB100	0.870310556872169	-0.152674684140573	5	176	#6BB100
#00BA38	0.194509346553763	0.357211016335872	6	176	#00BA38
#00BF7D	-0.303873802917456	0.232076850276702	7	176	#00BF7D
#00C0AF	0.164566586208246	-0.289608045567952	8	176	#00C0AF
#00BCD8	0.349214149969841	-0.0344757782683049	9	176	#00BCD8
#00B0F6	-0.370441815543826	0.129810618889618	10	176	#00B0F6
#619CFF	-0.588761613531095	0.334170861026814	11	176	#619CFF
#B983FF	0.22481161752099	0.798226968680804	12	176	#B983FF
#E76BF3	0.751920969088365	0.29626033572787	13	176	#E76BF3
#FD61D1	0.746980373098077	-0.121679384025058	14	176	#FD61D1
#FF67A4	-0.0160133062739808	0.26821389624915	15	176	#FF67A4
#F8766D	-0.914523430841612	-0.199501312491786	1	177	#F8766D
#E58700	0.472040534370316	-0.683925801973268	2	177	#E58700
#C99800	0.384441720222335	0.568529991396277	3	177	#C99800
#A3A500	0.198987117546984	-0.884203705591968	4	177	#A3A500
#6BB100	0.877725040159045	-0.148667245528406	5	177	#6BB100
#00BA38	0.203676865117418	0.363606552050607	6	177	#00BA38
#00BF7D	-0.273189769802014	0.102169560767019	7	177	#00BF7D
#00C0AF	0.211922288816061	-0.227186621712997	8	177	#00C0AF
#00BCD8	0.337799813108278	0.0190767643518977	9	177	#00BCD8
#00B0F6	-0.341420124246537	0.0554058787940777	10	177	#00B0F6
#619CFF	-0.600540207101671	0.275424733323123	11	177	#619CFF
#B983FF	0.253474842386392	0.775358953611626	12	177	#B983FF
#E76BF3	0.695310431016451	0.236888594789129	13	177	#E76BF3
#FD61D1	0.72141399139336	-0.135067779050596	14	177	#FD61D1
#FF67A4	-0.118101040076213	0.213788719664894	15	177	#FF67A4
#F8766D	-0.807145864937903	-0.168163294952279	1	178	#F8766D
#E58700	0.584777849213465	-0.771399773426689	2	178	#E58700
#C99800	0.36885621160726	0.519138345069447	3	178	#C99800
#A3A500	0.188352316825802	-0.969426852954308	4	178	#A3A500
#6BB100	0.854493762455413	-0.0578579830059151	5	178	#6BB100
#00BA38	0.187338374081307	0.424189933908088	6	178	#00BA38
#00BF7D	-0.236425955683558	0.0114898276117826	7	178	#00BF7D
#00C0AF	0.28316221918492	-0.196262233659238	8	178	#00C0AF
#00BCD8	0.279316501706322	0.0860835065124589	9	178	#00BCD8
#00B0F6	-0.321041517712712	0.0522104903339482	10	178	#00B0F6
#619CFF	-0.611748605399021	0.216606403752808	11	178	#619CFF
#B983FF	0.274610888069076	0.831621572119902	12	178	#B983FF
#E76BF3	0.771174454823255	0.231409376843822	13	178	#E76BF3
#FD61D1	0.728523339511851	-0.154216854179432	14	178	#FD61D1
#FF67A4	-0.0796825060411514	0.279423926899384	15	178	#FF67A4
#F8766D	-0.725347990182443	-0.149448736661446	1	179	#F8766D
#E58700	0.571451399468137	-0.792886452986627	2	179	#E58700
#C99800	0.424950185375428	0.484766736221633	3	179	#C99800
#A3A500	0.227010084711841	-0.968872815307495	4	179	#A3A500
#6BB100	0.874227372563511	-0.042450373720758	5	179	#6BB100
#00BA38	0.224019711478897	0.407547324383603	6	179	#00BA38
#00BF7D	-0.192455692115519	0.0757761908242236	7	179	#00BF7D
#00C0AF	0.308740176118999	-0.204307072597149	8	179	#00C0AF
#00BCD8	0.243875622242174	0.120609366819521	9	179	#00BCD8
#00B0F6	-0.302216843733581	0.0720918522989241	10	179	#00B0F6
#619CFF	-0.632087930627397	0.213058647381353	11	179	#619CFF
#B983FF	0.298096938640172	0.812929772665674	12	179	#B983FF
#E76BF3	0.785906896869831	0.314647668021088	13	179	#E76BF3
#FD61D1	0.718768538043143	-0.118795532719157	14	179	#FD61D1
#FF67A4	-0.075322036196872	0.345055579340705	15	179	#FF67A4
#F8766D	-0.720243831672881	-0.131965946338615	1	180	#F8766D
#E58700	0.646939687376098	-0.756759510370651	2	180	#E58700
#C99800	0.402880783053032	0.557022695269973	3	180	#C99800
#A3A500	0.176857436699333	-0.957857440648876	4	180	#A3A500
#6BB100	0.832836085667764	-0.102092986628323	5	180	#6BB100
#00BA38	0.320212837245517	0.475503411576402	6	180	#00BA38
#00BF7D	-0.24446259086111	0.130400769435618	7	180	#00BF7D
#00C0AF	0.237904593638179	-0.243334770882696	8	180	#00C0AF
#00BCD8	0.189166196505948	0.1395823692855	9	180	#00BCD8
#00B0F6	-0.249725948673237	0.0990318754768602	10	180	#00B0F6
#619CFF	-0.577074730508372	0.200150488914897	11	180	#619CFF
#B983FF	0.355340898504379	0.809715454608339	12	180	#B983FF
#E76BF3	0.782239810760706	0.315945104797699	13	180	#E76BF3
#FD61D1	0.632028280553107	-0.0328522249066087	14	180	#FD61D1
#FF67A4	-0.0967377423694954	0.301528483478569	15	180	#FF67A4
#F8766D	-0.776201333704104	-0.0935714520455442	1	181	#F8766D
#E58700	0.588802098219759	-0.737040629769425	2	181	#E58700
#C99800	0.376766821221217	0.526138584038615	3	181	#C99800
#A3A500	0.21153655399144	-0.942169677839432	4	181	#A3A500
#6BB100	0.828272032379513	0.00668545915125003	5	181	#6BB100
#00BA38	0.323953695928058	0.548936874741372	6	181	#00BA38
#00BF7D	-0.228451555281574	0.133265059476735	7	181	#00BF7D
#00C0AF	0.249625888493044	-0.147230440878894	8	181	#00C0AF
#00BCD8	0.14973221279339	0.182281294574374	9	181	#00BCD8
#00B0F6	-0.286898768318024	0.159039364994794	10	181	#00B0F6
#619CFF	-0.528194089798838	0.194539419937924	11	181	#619CFF
#B983FF	0.277168704828	0.837463131611365	12	181	#B983FF
#E76BF3	0.783595741130769	0.321532044523943	13	181	#E76BF3
#FD61D1	0.689769272583662	-0.0428732020976952	14	181	#FD61D1
#FF67A4	-0.115606788515242	0.333834118811259	15	181	#FF67A4
#F8766D	-0.786657017487244	-0.0637448567167277	1	182	#F8766D
#E58700	0.514910338464018	-0.697300413013095	2	182	#E58700
#C99800	0.3823015625713	0.559842650611581	3	182	#C99800
#A3A500	0.17067374561273	-0.973523734203508	4	182	#A3A500
#6BB100	0.81027612681329	-0.0275626068419	5	182	#6BB100
#00BA38	0.303792806387993	0.504159218658196	6	182	#00BA38
#00BF7D	-0.356645669333272	0.149562940976434	7	182	#00BF7D
#00C0AF	0.292834868174967	-0.114385140684089	8	182	#00C0AF
#00BCD8	0.0262445276776984	0.258946517860532	9	182	#00BCD8
#00B0F6	-0.282747425109899	0.173290718696377	10	182	#00B0F6
#619CFF	-0.527129354579812	0.132865501889341	11	182	#619CFF
#B983FF	0.264733830310651	0.768530287213646	12	182	#B983FF
#E76BF3	0.710510538661389	0.299490859789652	13	182	#E76BF3
#FD61D1	0.740804865572633	-0.0266630470635168	14	182	#FD61D1
#FF67A4	-0.0676128994019522	0.342522267291404	15	182	#FF67A4
#F8766D	-0.734623419533909	-0.0107175954201067	1	183	#F8766D
#E58700	0.500787186523418	-0.657918385245409	2	183	#E58700
#C99800	0.429238450707571	0.540763901180755	3	183	#C99800
#A3A500	0.252718570390809	-0.958948231202593	4	183	#A3A500
#6BB100	0.900209943684086	-0.0871267625236505	5	183	#6BB100
#00BA38	0.32750669027081	0.509144294236184	6	183	#00BA38
#00BF7D	-0.363983460976824	0.158945867628396	7	183	#00BF7D
#00C0AF	0.25777261880016	-0.0820870985518232	8	183	#00C0AF
#00BCD8	0.015621630402028	0.274317521749568	9	183	#00BCD8
#00B0F6	-0.283328591604166	0.130182973558255	10	183	#00B0F6
#619CFF	-0.526409462546685	0.0217838682986512	11	183	#619CFF
#B983FF	0.253311941393322	0.75679131353004	12	183	#B983FF
#E76BF3	0.727615671439893	0.211933216974394	13	183	#E76BF3
#FD61D1	0.725021538280747	0.0368019970291967	14	183	#FD61D1
#FF67A4	-0.0645924394397507	0.409612083180364	15	183	#FF67A4
#F8766D	-0.704853990721382	0.05329064390059	1	184	#F8766D
#E58700	0.515795973280292	-0.736378435279428	2	184	#E58700
#C99800	0.477815219302842	0.490974129259385	3	184	#C99800
#A3A500	0.167760372054903	-0.95218738335097	4	184	#A3A500
#6BB100	0.945396572325596	-0.0504504538362733	5	184	#6BB100
#00BA38	0.293404426833417	0.476297385068241	6	184	#00BA38
#00BF7D	-0.366317133837073	0.156534269614082	7	184	#00BF7D
#00C0AF	0.204295472415731	-0.0808479336913964	8	184	#00C0AF
#00BCD8	0.0869733232205779	0.285863522791947	9	184	#00BCD8
#00B0F6	-0.315104862467235	0.0465658703802826	10	184	#00B0F6
#619CFF	-0.433983875764343	0.0293115918816709	11	184	#619CFF
#B983FF	0.363143310859538	0.766988993824874	12	184	#B983FF
#E76BF3	0.732999821053353	0.171454662358557	13	184	#E76BF3
#FD61D1	0.651719995051756	0.0150101354780072	14	184	#FD61D1
#FF67A4	-0.0946610568749762	0.362902142258512	15	184	#FF67A4
#F8766D	-0.699666850362082	-0.00239676854900286	1	185	#F8766D
#E58700	0.543633524432828	-0.706518112181557	2	185	#E58700
#C99800	0.482072277024603	0.560660396978534	3	185	#C99800
#A3A500	0.198472648542715	-0.894375327153574	4	185	#A3A500
#6BB100	0.923397816511626	-0.00326504750654079	5	185	#6BB100
#00BA38	0.225127632262848	0.467789841022939	6	185	#00BA38
#00BF7D	-0.44328929393628	0.0752402141650511	7	185	#00BF7D
#00C0AF	0.168964214991507	-0.130756104791653	8	185	#00C0AF
#00BCD8	0.0693840356724088	0.307041499818851	9	185	#00BCD8
#00B0F6	-0.354269729193865	0.196589585780028	10	185	#00B0F6
#619CFF	-0.475494806813996	-0.0263942458737738	11	185	#619CFF
#B983FF	0.409374134569698	0.827881155493367	12	185	#B983FF
#E76BF3	0.819581119955374	0.170577542348299	13	185	#E76BF3
#FD61D1	0.560503617717946	-0.0497410237041598	14	185	#FD61D1
#FF67A4	-0.121462093681651	0.409684613145727	15	185	#FF67A4
#F8766D	-0.764599004213379	0.0151919015755968	1	186	#F8766D
#E58700	0.582175529620352	-0.685527804327058	2	186	#E58700
#C99800	0.404186523615145	0.590767223759921	3	186	#C99800
#A3A500	0.192154710542872	-0.931317282748736	4	186	#A3A500
#6BB100	0.954973122625602	-0.0367267248293647	5	186	#6BB100
#00BA38	0.189008492633142	0.457451051679609	6	186	#00BA38
#00BF7D	-0.392678835854986	0.0603553555978407	7	186	#00BF7D
#00C0AF	0.18202605727145	-0.118797129254474	8	186	#00C0AF
#00BCD8	0.0769421924344376	0.250450978358513	9	186	#00BCD8
#00B0F6	-0.343120855026206	0.225450927941995	10	186	#00B0F6
#619CFF	-0.371659907554163	-0.110647638252466	11	186	#619CFF
#B983FF	0.460013575922173	0.769172112199281	12	186	#B983FF
#E76BF3	0.826884928679675	0.120440323548063	13	186	#E76BF3
#FD61D1	0.589853471794949	0.00665398070052837	14	186	#FD61D1
#FF67A4	-0.124659200358369	0.376945756044001	15	186	#FF67A4
#F8766D	-0.711302768349848	-0.0269201881976066	1	187	#F8766D
#E58700	0.587164896001197	-0.659038057777942	2	187	#E58700
#C99800	0.379882658942607	0.552997144807054	3	187	#C99800
#A3A500	0.170462342758456	-0.834831726414422	4	187	#A3A500
#6BB100	0.89736361853555	-0.0119769834910037	5	187	#6BB100
#00BA38	0.264756478952748	0.459820653219253	6	187	#00BA38
#00BF7D	-0.34162279966746	0.0295839565229815	7	187	#00BF7D
#00C0AF	0.176780489231429	-0.124883816627898	8	187	#00C0AF
#00BCD8	0.0995569883830084	0.201322179531682	9	187	#00BCD8
#00B0F6	-0.31045134353645	0.241213250112528	10	187	#00B0F6
#619CFF	-0.345541730624687	-0.0494180481504013	11	187	#619CFF
#B983FF	0.445095089777296	0.704070044605175	12	187	#B983FF
#E76BF3	0.942854872734486	0.114789818338311	13	187	#E76BF3
#FD61D1	0.627542212653243	0.0941307906259365	14	187	#FD61D1
#FF67A4	-0.207166601091941	0.315978604888156	15	187	#FF67A4
#F8766D	-0.675019264584575	0.00031145092383171	1	188	#F8766D
#E58700	0.598262873240599	-0.652977857201365	2	188	#E58700
#C99800	0.337813059859652	0.608594750460021	3	188	#C99800
#A3A500	0.207316481759752	-0.831457658474717	4	188	#A3A500
#6BB100	0.962499668989166	-0.00260483049181866	5	188	#6BB100
#00BA38	0.271315236008064	0.513772540160464	6	188	#00BA38
#00BF7D	-0.304435474583607	0.0931243532777432	7	188	#00BF7D
#00C0AF	0.158175161267074	-0.0619375643584061	8	188	#00C0AF
#00BCD8	0.0879544556832484	0.243576114887082	9	188	#00BCD8
#00B0F6	-0.273557597815266	0.227411761119426	10	188	#00B0F6
#619CFF	-0.326815168087277	-0.117579746623072	11	188	#619CFF
#B983FF	0.467534511445095	0.660100693747255	12	188	#B983FF
#E76BF3	0.876409467554326	0.146775348087179	13	188	#E76BF3
#FD61D1	0.765900938804313	0.10369826626831	14	188	#FD61D1
#FF67A4	-0.201541180329592	0.304822046890098	15	188	#FF67A4
#F8766D	-0.708783700404374	-0.0575098714766421	1	189	#F8766D
#E58700	0.561520787080669	-0.680283815047262	2	189	#E58700
#C99800	0.280586573727673	0.67268827232419	3	189	#C99800
#A3A500	0.174721503713463	-0.791695720108482	4	189	#A3A500
#6BB100	0.991907815524776	-0.0735082804168621	5	189	#6BB100
#00BA38	0.199102808978233	0.518037635653526	6	189	#00BA38
#00BF7D	-0.285323741640976	0.118568851763242	7	189	#00BF7D
#00C0AF	0.229441740675058	0.0590463530982589	8	189	#00C0AF
#00BCD8	-0.0272803205143412	0.213548578912146	9	189	#00BCD8
#00B0F6	-0.308443772520563	0.277176147674203	10	189	#00B0F6
#619CFF	-0.373778682408141	-0.138649142347623	11	189	#619CFF
#B983FF	0.484087910102166	0.648868465141156	12	189	#B983FF
#E76BF3	0.893299710158552	0.142452206018423	13	189	#E76BF3
#FD61D1	0.7184036703605	0.154085739492269	14	189	#FD61D1
#FF67A4	-0.173827365180434	0.176769766785563	15	189	#FF67A4
#F8766D	-0.69092766018018	0.0144704088146888	1	190	#F8766D
#E58700	0.500937249365142	-0.636298822175643	2	190	#E58700
#C99800	0.279904017496892	0.679725822408881	3	190	#C99800
#A3A500	0.262365246948365	-0.687083303946272	4	190	#A3A500
#6BB100	0.951700210916721	-0.0164137854070117	5	190	#6BB100
#00BA38	0.156920368833301	0.49567008459619	6	190	#00BA38
#00BF7D	-0.355807467184399	0.0447473321307097	7	190	#00BF7D
#00C0AF	0.213680530123639	0.0014007458513703	8	190	#00C0AF
#00BCD8	0.0146216271444379	0.212507253890961	9	190	#00BCD8
#00B0F6	-0.323514834588636	0.263480532078264	10	190	#00B0F6
#619CFF	-0.441209897354574	-0.206741533264562	11	190	#619CFF
#B983FF	0.506973201827207	0.632898264340817	12	190	#B983FF
#E76BF3	0.808383658336625	0.129484424524425	13	190	#E76BF3
#FD61D1	0.781578699907631	0.100819046620001	14	190	#FD61D1
#FF67A4	-0.267318238234832	0.317408035903912	15	190	#FF67A4
#F8766D	-0.711869025412926	0.0519948582037277	1	191	#F8766D
#E58700	0.505508994865263	-0.676623577927478	2	191	#E58700
#C99800	0.304491253127022	0.739760046042707	3	191	#C99800
#A3A500	0.272483140302166	-0.726615579287258	4	191	#A3A500
#6BB100	0.870892725838919	0.0422269208547502	5	191	#6BB100
#00BA38	0.147427238037013	0.525657718664311	6	191	#00BA38
#00BF7D	-0.399469413281841	0.114395912458755	7	191	#00BF7D
#00C0AF	0.173127416183641	-0.0476553649289992	8	191	#00C0AF
#00BCD8	-0.0227186517283212	0.191927864154777	9	191	#00BCD8
#00B0F6	-0.268086107023967	0.2170340468495	10	191	#00B0F6
#619CFF	-0.460963642762807	-0.214332315773704	11	191	#619CFF
#B983FF	0.414755423848725	0.560961318201409	12	191	#B983FF
#E76BF3	0.761313002899001	0.175921009808519	13	191	#E76BF3
#FD61D1	0.755908154246241	0.0975864983004648	14	191	#FD61D1
#FF67A4	-0.26749218297314	0.321347433382699	15	191	#FF67A4
#F8766D	-0.712004065856402	0.052496126347984	1	192	#F8766D
#E58700	0.517350397221936	-0.681564268265358	2	192	#E58700
#C99800	0.269033035107004	0.641025227358044	3	192	#C99800
#A3A500	0.263008025946127	-0.616257607648712	4	192	#A3A500
#6BB100	0.931585929425182	0.0876785812311258	5	192	#6BB100
#00BA38	0.0954424919649418	0.559340782549913	6	192	#00BA38
#00BF7D	-0.377702101081971	0.126918685619474	7	192	#00BF7D
#00C0AF	0.239790028413101	-0.104529032465893	8	192	#00C0AF
#00BCD8	-0.0310806312597982	0.248431887047869	9	192	#00BCD8
#00B0F6	-0.257634943219569	0.202714149767866	10	192	#00B0F6
#619CFF	-0.481536137091814	-0.225598548115923	11	192	#619CFF
#B983FF	0.407343263373354	0.518096315533927	12	192	#B983FF
#E76BF3	0.761465034095848	0.209000756655977	13	192	#E76BF3
#FD61D1	0.756676208071851	0.206643871733729	14	192	#FD61D1
#FF67A4	-0.272446100209065	0.372388982647717	15	192	#FF67A4
#F8766D	-0.703388744311272	0.0203087042568527	1	193	#F8766D
#E58700	0.548280019967593	-0.730828272473019	2	193	#E58700
#C99800	0.283566970634861	0.789039778313139	3	193	#C99800
#A3A500	0.302608321240162	-0.620167276490171	4	193	#A3A500
#6BB100	0.868663688241152	0.0705279735792477	5	193	#6BB100
#00BA38	0.069743170936946	0.519945522618855	6	193	#00BA38
#00BF7D	-0.349246993977252	0.176000602695613	7	193	#00BF7D
#00C0AF	0.22102705898676	-0.074324962128709	8	193	#00C0AF
#00BCD8	-0.078132305694239	0.275402347241195	9	193	#00BCD8
#00B0F6	-0.182978710075908	0.261363572665418	10	193	#00B0F6
#619CFF	-0.428979303520955	-0.2043277260745	11	193	#619CFF
#B983FF	0.456548211181205	0.480251617461395	12	193	#B983FF
#E76BF3	0.678695502735924	0.155045277813517	13	193	#E76BF3
#FD61D1	0.760148067452215	0.281668841493153	14	193	#FD61D1
#FF67A4	-0.330617026204097	0.32325184459882	15	193	#FF67A4
#F8766D	-0.769216773495415	0.0874042353502491	1	194	#F8766D
#E58700	0.449840756854785	-0.774199761637456	2	194	#E58700
#C99800	0.298573251148142	0.820749359792815	3	194	#C99800
#A3A500	0.357254833346653	-0.599413916368665	4	194	#A3A500
#6BB100	0.753133336119066	-0.0226144243139682	5	194	#6BB100
#00BA38	0.044386745610648	0.514551405137806	6	194	#00BA38
#00BF7D	-0.327310134244536	0.122417374877236	7	194	#00BF7D
#00C0AF	0.287378898822387	-0.0622296539819575	8	194	#00C0AF
#00BCD8	-0.0203278954964557	0.281842631591276	9	194	#00BCD8
#00B0F6	-0.18305234278504	0.159431490806998	10	194	#00B0F6
#619CFF	-0.52407160899637	-0.274017089506623	11	194	#619CFF
#B983FF	0.435357980881291	0.493027717582578	12	194	#B983FF
#E76BF3	0.634011540842885	0.231899064905093	13	194	#E76BF3
#FD61D1	0.708824241725285	0.354725894336731	14	194	#FD61D1
#FF67A4	-0.342552450823832	0.306917210743555	15	194	#FF67A4
